"id","name","longitude","latitude","arrival_trips","departure_trips","difference"
"3289","W 90 St & Amsterdam Ave","-73.9729","40.7902","1105","1099","6"
"266","Avenue D & E 8 St","-73.9757","40.7237","1268","1263","5"
"119","Park Ave & St Edwards St","-73.978","40.6961","225","220","5"
"297","E 15 St & 3 Ave","-73.9869","40.7342","5637","5632","5"
"356","Bialystoker Pl & Delancey St","-73.9826","40.7162","1733","1728","5"
"540","Lexington Ave & E 29 St","-73.9822","40.7431","4572","4568","4"
"3111","Norman Ave & Leonard St - 2","-73.9506","40.7258","1058","1054","4"
"3404","7 St & 5 Ave","-73.9854","40.6705","663","659","4"
"3156","E 72 St & York Ave","-73.9535","40.7666","2982","2978","4"
"493","W 45 St & 6 Ave (1)","-73.9829","40.7568","14","10","4"
"3068","Humboldt St & Varet St","-73.9406","40.7032","716","712","4"
"500","Broadway & W 51 St","-73.9834","40.7623","3340","3336","4"
"3405","5 St & 6 Ave","-73.9821","40.6705","538","534","4"
"276","Duane St & Greenwich St","-74.0105","40.7175","2438","2434","4"
"342","Columbia St & Rivington St","-73.9802","40.7174","1910","1907","3"
"353","S Portland Ave & Hanson Pl","-73.9743","40.6854","894","891","3"
"467","Dean St & 4 Ave","-73.979","40.6831","1722","1719","3"
"242","Carlton Ave & Flushing Ave","-73.9737","40.6978","1383","1380","3"
"3061","Throop Ave & Myrtle Ave","-73.9437","40.6962","303","300","3"
"3155","Lexington Ave & E 63 St","-73.9665","40.7644","2367","2364","3"
"3240","NYCBS Depot BAL - DYR","-73.9939","40.759","5","2","3"
"3082","Hope St & Union Ave","-73.9514","40.7117","1232","1230","2"
"3301","Columbus Ave & W 95 St","-73.9681","40.792","1750","1748","2"
"325","E 19 St & 3 Ave","-73.9847","40.7362","3382","3380","2"
"3321","Clinton St & Union St","-73.9979","40.6831","954","952","2"
"3040","GOW Tech Shop","-73.995","40.6698","7","5","2"
"3056","Kosciuszko St & Nostrand Ave","-73.9513","40.6907","567","566","1"
"255","NYCBS Depot - SSP","-74.0165","40.6468","11","10","1"
"167","E 39 St & 3 Ave","-73.9761","40.7489","4433","4432","1"
"408","Market St & Cherry St","-73.994","40.7108","1350","1349","1"
"3315","Henry St & Degraw St","-73.9992","40.6847","1286","1285","1"
"455","1 Ave & E 44 St","-73.9691","40.75","2906","2905","1"
"447","8 Ave & W 52 St","-73.9852","40.7637","4013","4012","1"
"3102","Driggs Ave & Lorimer St","-73.9504","40.7218","1085","1085","0"
"3081","Graham Ave & Grand St","-73.944","40.7119","878","878","0"
"3108","Nassau Ave & Russell St","-73.9443","40.7256","1396","1396","0"
"3249","Verona Pl & Fulton St","-73.9477","40.6804","515","515","0"
"3060","Willoughby Ave & Tompkins Ave","-73.9463","40.6943","422","422","0"
"3239","Bressler","-74.0166","40.6465","2","2","0"
"3455","Schermerhorn St & 3 Ave","-73.9804","40.6868","486","486","0"
"3468","NYCBS Depot - STY - Garage 4","-73.9747","40.7304","3","3","0"
"302","Avenue D & E 3 St","-73.9779","40.7208","1890","1890","0"
"491","E 24 St & Park Ave S","-73.986","40.741","5363","5364","-1"
"389","Broadway & Berry St","-73.9652","40.7104","1912","1913","-1"
"151","Cleveland Pl & Spring St","-73.9972","40.7221","7087","7088","-1"
"3412","Pacific St & Nevins St","-73.983","40.6854","678","679","-1"
"3343","W 107 St & Columbus Ave","-73.9621","40.7998","760","762","-2"
"3054","Greene Ave & Throop Ave","-73.9421","40.6895","488","490","-2"
"454","E 51 St & 1 Ave","-73.9659","40.7546","2110","2112","-2"
"224","Spruce St & Nassau St","-74.0055","40.7115","1935","1937","-2"
"3121","Jackson Ave & 46 Rd","-73.9473","40.7452","499","501","-2"
"3112","Milton St & Franklin St","-73.9578","40.7291","2402","2404","-2"
"3414","Bergen St & Flatbush Ave","-73.9757","40.6809","1119","1122","-3"
"3118","McGuinness Blvd & Eagle St","-73.9528","40.7355","1053","1056","-3"
"3461","Murray St & Greenwich St","-74.0112","40.7149","841","844","-3"
"328","Watts St & Greenwich St","-74.0097","40.7241","3599","3602","-3"
"3319","14 St & 5 Ave","-73.989","40.6663","835","838","-3"
"373","Willoughby Ave & Walworth St","-73.9538","40.6933","528","531","-3"
"147","Greenwich St & Warren St","-74.0112","40.7154","2","5","-3"
"3221","47 Ave & 31 St","-73.9356","40.743","351","355","-4"
"3376","E 65 St & 2 Ave","-73.9622","40.7647","1178","1182","-4"
"3316","W 104 St & Amsterdam Ave","-73.9662","40.799","787","791","-4"
"3049","Cambridge Pl & Gates Ave","-73.963","40.6849","471","475","-4"
"268","Howard St & Centre St","-73.9997","40.7191","3816","3820","-4"
"3066","Tompkins Ave & Hopkins St","-73.9471","40.6996","451","455","-4"
"3379","E 103 St & Lexington Ave","-73.9476","40.7903","694","699","-5"
"3418","Plaza St West & Flatbush Ave","-73.9711","40.675","2089","2094","-5"
"376","John St & William St","-74.0072","40.7086","2037","2042","-5"
"3113","Greenpoint Ave & Manhattan Ave","-73.9539","40.7303","1739","1744","-5"
"3235","E 41 St & Madison Ave","-73.9799","40.7522","2284","2289","-5"
"3243","E 58 St & 1 Ave","-73.9623","40.7589","1706","1711","-5"
"3438","E 76 St & 3 Ave","-73.9584","40.7722","1206","1211","-5"
"317","E 6 St & Avenue B","-73.9819","40.7245","3697","3702","-5"
"3462","E 44 St & 2 Ave","-73.9714","40.7512","2004","2009","-5"
"502","Henry St & Grand St","-73.9813","40.7142","2770","2776","-6"
"330","Reade St & Broadway","-74.0056","40.7145","2350","2356","-6"
"249","Harrison St & Hudson St","-74.009","40.7187","1934","1940","-6"
"3284","E 88 St & Park Ave","-73.956","40.7814","1126","1132","-6"
"3080","S 4 St & Rodney St","-73.9561","40.7093","868","874","-6"
"3441","10 Hudson Yards","-74.0026","40.753","231","237","-6"
"3129","Queens Plaza North & Crescent St","-73.9407","40.7511","2088","2094","-6"
"508","W 46 St & 11 Ave","-73.9967","40.7634","3615","3622","-7"
"3413","Wyckoff St & 3 Ave","-73.9826","40.6828","598","605","-7"
"3313","6 Ave & 12 St","-73.9855","40.6663","534","541","-7"
"474","5 Ave & E 29 St","-73.9868","40.7452","4896","4903","-7"
"3119","Vernon Blvd & 50 Ave","-73.9541","40.7423","2369","2376","-7"
"3365","3 St & 7 Ave","-73.9784","40.6704","1131","1139","-8"
"3126","44 Dr & Jackson Ave","-73.9433","40.7472","1017","1025","-8"
"3167","Amsterdam Ave & W 73 St","-73.9809","40.7797","4348","4357","-9"
"337","Old Slip & Front St","-74.0084","40.7038","1622","1631","-9"
"437","Macon St & Nostrand Ave","-73.9501","40.681","1330","1339","-9"
"3179","Park Ave & Marcus Garvey Blvd","-73.9413","40.6986","290","299","-9"
"472","E 32 St & Park Ave","-73.9819","40.7457","5212","5222","-10"
"315","South St & Gouverneur Ln","-74.0067","40.7036","3833","3843","-10"
"351","Front St & Maiden Ln","-74.0061","40.7053","2193","2203","-10"
"3357","W 106 St & Amsterdam Ave","-73.9664","40.8008","1048","1058","-10"
"3258","W 27 St & 10 Ave","-74.0022","40.7502","4361","4371","-10"
"385","E 55 St & 2 Ave","-73.966","40.758","3392","3402","-10"
"3146","E 81 St & 3 Ave","-73.9567","40.7757","1567","1577","-10"
"3453","Devoe St & Lorimer St","-73.9491","40.7134","1108","1119","-11"
"461","E 20 St & 2 Ave","-73.982","40.7359","4806","4817","-11"
"3090","N 8 St & Driggs Ave","-73.956","40.7177","2970","2981","-11"
"3127","9 St & 44 Rd","-73.9521","40.7497","306","317","-11"
"3182","Yankee Ferry Terminal","-74.017","40.6869","1109","1120","-11"
"362","Broadway & W 37 St","-73.9875","40.7517","475","486","-11"
"3101","N 12 St & Bedford Ave","-73.9548","40.7208","1402","1413","-11"
"3463","E 16 St & Irving Pl","-73.988","40.7354","3010","3022","-12"
"3363","E 102 St & Park Ave","-73.9503","40.7905","473","485","-12"
"3381","3 St & Hoyt St","-73.9936","40.6777","549","561","-12"
"3125","45 Rd & 11 St","-73.9498","40.7471","981","993","-12"
"3387","E 106 St & Madison Ave","-73.9494","40.7934","535","547","-12"
"3131","E 68 St & 3 Ave","-73.9622","40.7671","1076","1088","-12"
"3398","Smith St & 9 St","-73.9979","40.6747","857","869","-12"
"3303","Butler St & Court St","-73.9944","40.685","641","653","-12"
"412","Forsyth St & Canal St","-73.9942","40.7158","3368","3381","-13"
"3423","West Drive & Prospect Park West","-73.9795","40.6611","2219","2232","-13"
"232","Cadman Plaza E & Tillary St","-73.9902","40.696","1700","1713","-13"
"3360","Amsterdam Ave & W 79 St","-73.9787","40.7829","2508","2521","-13"
"3456","Jackson St & Leonard St","-73.9482","40.7164","245","258","-13"
"3083","Bushwick Ave & Powers St","-73.941","40.7125","992","1006","-14"
"449","W 52 St & 9 Ave","-73.9879","40.7646","2186","2200","-14"
"3355","E 66 St & Madison Ave","-73.9685","40.768","852","866","-14"
"72","W 52 St & 11 Ave","-73.9939","40.7673","3795","3809","-14"
"3241","Monroe St & Tompkins Ave","-73.9447","40.6862","523","537","-14"
"248","Laight St & Hudson St","-74.0077","40.7219","1118","1132","-14"
"3093","N 6 St & Bedford Ave","-73.9585","40.7175","3273","3288","-15"
"3317","10 St & 5 Ave","-73.987","40.6686","488","503","-15"
"3431","E 35 St & 3 Ave","-73.9779","40.7465","2497","2512","-15"
"3086","Graham Ave & Conselyea St","-73.9445","40.7151","1885","1900","-15"
"3326","Clinton St & Centre St","-74.0019","40.6743","160","175","-15"
"460","S 4 St & Wythe Ave","-73.9659","40.7129","2571","2587","-16"
"3059","Pulaski St & Marcus Garvey Blvd","-73.9399","40.6934","385","401","-16"
"3057","Kosciuszko St & Tompkins Ave","-73.9452","40.6913","636","652","-16"
"2008","Little West St & 1 Pl","-74.0168","40.7057","5156","5172","-16"
"456","E 53 St & Madison Ave","-73.974","40.7597","627","643","-16"
"3073","Division Ave & Hooper St","-73.9544","40.7069","576","592","-16"
"486","Broadway & W 29 St","-73.9886","40.7462","5798","5815","-17"
"3047","Halsey St & Tompkins Ave","-73.9441","40.6824","556","573","-17"
"3416","7 Ave & Park Pl","-73.9732","40.6776","1696","1713","-17"
"3310","14 St & 7 Ave","-73.984","40.6638","722","739","-17"
"150","E 2 St & Avenue C","-73.9809","40.7209","2421","2439","-18"
"3044","Albany Ave & Fulton St","-73.9385","40.68","217","235","-18"
"228","E 48 St & 3 Ave","-73.9719","40.7546","2819","2838","-19"
"3238","E 80 St & 2 Ave","-73.9544","40.7739","1554","1573","-19"
"444","Broadway & W 24 St","-73.9892","40.7424","283","302","-19"
"3162","W 78 St & Broadway","-73.9809","40.7834","1858","1877","-19"
"3440","Fulton St & Adams St","-73.9895","40.6924","1980","2000","-20"
"339","Avenue D & E 12 St","-73.9742","40.7258","1001","1021","-20"
"3382","Carroll St & Smith St","-73.9948","40.6806","1399","1419","-20"
"3386","1 Pl & Clinton St","-73.9991","40.681","567","587","-20"
"3041","Kingston Ave & Herkimer St","-73.9414","40.6789","394","415","-21"
"450","W 49 St & 8 Ave","-73.9879","40.7623","5099","5121","-22"
"3329","Degraw St & Smith St","-73.9932","40.6829","867","889","-22"
"3452","Bayard St & Leonard St","-73.9489","40.7192","623","645","-22"
"3087","Metropolitan Ave & Meeker Ave","-73.9523","40.7141","1345","1368","-23"
"3152","3 Ave & E 71 St","-73.9612","40.7687","1314","1337","-23"
"480","W 53 St & 10 Ave","-73.9906","40.7667","3509","3532","-23"
"3466","W 45 St & 6 Ave","-73.9826","40.7567","356","380","-24"
"3231","E 67 St & Park Ave","-73.9659","40.7678","1087","1111","-24"
"310","State St & Smith St","-73.9891","40.6893","1396","1420","-24"
"3358","Garfield Pl & 8 Ave","-73.9748","40.6712","837","862","-25"
"3283","W 89 St & Columbus Ave","-73.9704","40.7882","1441","1466","-25"
"319","Fulton St & Broadway","-74.0094","40.7111","3167","3192","-25"
"3306","10 St & 7 Ave","-73.982","40.6662","706","733","-27"
"440","E 45 St & 3 Ave","-73.9728","40.7526","2877","2904","-27"
"3223","E 55 St & 3 Ave","-73.9687","40.759","3999","4027","-28"
"3375","3 Ave & E 72 St","-73.9606","40.7699","443","471","-28"
"3367","5 Ave & E 103 St","-73.9525","40.7923","1521","1549","-28"
"3053","Marcy Ave & Lafayette Ave","-73.9479","40.6901","267","295","-28"
"3366","West End Ave & W 107 St","-73.9682","40.8021","842","870","-28"
"2022","E 60 St & York Ave","-73.9592","40.7591","929","959","-30"
"278","Concord St & Bridge St","-73.9848","40.6977","827","857","-30"
"364","Lafayette Ave & Classon Ave","-73.9602","40.689","1020","1050","-30"
"365","Fulton St & Grand Ave","-73.9615","40.6822","890","921","-31"
"3345","Madison Ave & E 99 St","-73.9524","40.7895","772","803","-31"
"143","Clinton St & Joralemon St","-73.9934","40.6924","2125","2156","-31"
"3002","South End Ave & Liberty St","-74.0158","40.7115","7036","7067","-31"
"3298","Warren St & Court St","-73.9938","40.6864","1149","1180","-31"
"3356","Amsterdam Ave & W 66 St","-73.9847","40.7747","1324","1356","-32"
"3435","Grand St & Elizabeth St","-73.996","40.7188","5667","5699","-32"
"174","E 25 St & 1 Ave","-73.9774","40.7382","3483","3515","-32"
"152","Warren St & Church St","-74.0091","40.7147","2960","2992","-32"
"495","W 47 St & 10 Ave","-73.993","40.7627","3648","3681","-33"
"344","Monroe St & Bedford Ave","-73.9538","40.6851","776","809","-33"
"3349","Grand Army Plaza & Plaza St West","-73.9709","40.673","2581","2614","-33"
"3075","Division Ave & Marcy Ave","-73.958","40.7071","303","336","-33"
"3058","Lewis Ave & Kosciuszko St","-73.9371","40.6924","480","514","-34"
"3336","E 97 St & Madison Ave","-73.9536","40.7878","1490","1525","-35"
"3144","E 81 St & Park Ave","-73.959","40.7768","584","620","-36"
"3402","Court St & State St","-73.992","40.6902","1896","1932","-36"
"3253","Bike The Branches - Central Branch","-73.9689","40.6728","56","92","-36"
"3297","6 St & 7 Ave","-73.9799","40.6687","484","521","-37"
"326","E 11 St & 1 Ave","-73.9843","40.7295","4081","4120","-39"
"3178","Riverside Dr & W 78 St","-73.9836","40.7841","1645","1685","-40"
"2023","E 55 St & Lexington Ave","-73.9703","40.7597","2383","2423","-40"
"245","Myrtle Ave & St Edwards St","-73.977","40.6933","639","679","-40"
"2010","Grand St & Greene St","-74.0023","40.7217","3398","3439","-41"
"3314","W 95 St & Broadway","-73.9719","40.7938","1885","1926","-41"
"275","Washington Ave & Greene Ave","-73.9656","40.6865","696","737","-41"
"3242","Schermerhorn St & Court St","-73.9918","40.691","1293","1339","-46"
"522","E 51 St & Lexington Ave","-73.9721","40.7571","3172","3219","-47"
"3050","Putnam Ave & Throop Ave","-73.9411","40.6852","482","529","-47"
"526","E 33 St & 5 Ave","-73.9849","40.7477","4682","4730","-48"
"406","Hicks St & Montague St","-73.9959","40.6951","1929","1977","-48"
"366","Clinton Ave & Myrtle Ave","-73.9689","40.6933","1699","1748","-49"
"3142","1 Ave & E 62 St","-73.9609","40.7612","3592","3641","-49"
"3359","E 68 St & Madison Ave","-73.967","40.7692","831","882","-51"
"3429","Hanson Pl & Ashland Pl","-73.9779","40.6851","3125","3178","-53"
"3137","5 Ave & E 73 St","-73.9669","40.7728","5024","5077","-53"
"345","W 13 St & 6 Ave","-73.997","40.7365","4536","4590","-54"
"536","1 Ave & E 30 St","-73.9754","40.7414","3995","4049","-54"
"244","Willoughby Ave & Hall St","-73.9654","40.692","1249","1304","-55"
"3294","E 91 St & Park Ave","-73.9553","40.7835","1045","1101","-56"
"3295","Central Park W & W 96 St","-73.9648","40.7913","2559","2615","-56"
"3172","W 74 St & Columbus Ave","-73.9775","40.7786","1459","1516","-57"
"164","E 47 St & 2 Ave","-73.9703","40.7532","2821","2879","-58"
"270","Adelphi St & Myrtle Ave","-73.9718","40.6931","1376","1437","-61"
"3055","Greene Ave & Nostrand Ave","-73.9509","40.6883","470","534","-64"
"3384","Smith St & 3 St","-73.996","40.6787","740","804","-64"
"3459","E 53 St & 3 Ave","-73.9693","40.7576","711","776","-65"
"537","Lexington Ave & E 24 St","-73.9841","40.7403","6151","6218","-67"
"528","2 Ave & E 31 St","-73.9771","40.7429","3755","3823","-68"
"3134","3 Ave & E 62 St","-73.9653","40.7631","1871","1939","-68"
"409","DeKalb Ave & Skillman St","-73.9564","40.6907","625","693","-68"
"3292","5 Ave & E 93 St","-73.9575","40.7858","1570","1638","-68"
"518","E 39 St & 2 Ave","-73.9734","40.7478","5526","5595","-69"
"3434","W 88 St & West End Ave","-73.9772","40.7903","1020","1090","-70"
"503","E 20 St & Park Ave","-73.9875","40.7383","4904","4974","-70"
"3226","W 82 St & Central Park West","-73.9714","40.7827","2142","2212","-70"
"173","Broadway & W 49 St","-73.9845","40.7607","5640","5712","-72"
"3175","W 70 St & Amsterdam Ave","-73.9829","40.7775","2961","3033","-72"
"525","W 34 St & 11 Ave","-74.0021","40.7559","3949","4025","-76"
"285","Broadway & E 14 St","-73.9907","40.7345","6710","6788","-78"
"476","E 31 St & 3 Ave","-73.9797","40.7439","4058","4138","-80"
"3171","Amsterdam Ave & W 82 St","-73.9767","40.7852","2909","2989","-80"
"485","W 37 St & 5 Ave","-73.9834","40.7504","3373","3454","-81"
"2012","E 27 St & 1 Ave","-73.9768","40.7394","3544","3626","-82"
"513","W 56 St & 10 Ave","-73.9886","40.7683","2459","2542","-83"
"241","DeKalb Ave & S Portland Ave","-73.9749","40.6898","1171","1255","-84"
"443","Bedford Ave & S 9 St","-73.9641","40.7085","416","500","-84"
"390","Duffield St & Willoughby St","-73.9843","40.6922","1491","1575","-84"
"3300","Prospect Park West & 8 St","-73.9764","40.6651","831","916","-85"
"3176","W 64 St & West End Ave","-73.9875","40.7745","2146","2232","-86"
"422","W 59 St & 10 Ave","-73.988","40.7705","1949","2035","-86"
"3362","Madison Ave & E 82 St","-73.9607","40.7781","1674","1764","-90"
"3302","Columbus Ave & W 103 St","-73.9643","40.7969","168","260","-92"
"3139","E 72 St & Park Ave","-73.9641","40.7712","1508","1602","-94"
"3145","E 84 St & Park Ave","-73.9577","40.7786","1557","1652","-95"
"3354","3 St & Prospect Park West","-73.9736","40.6681","1361","1461","-100"
"3256","Pier 40 - Hudson River Park","-74.0113","40.7277","5253","5353","-100"
"481","S 3 St & Bedford Ave","-73.9626","40.7126","1750","1850","-100"
"120","Lexington Ave & Classon Ave","-73.9593","40.6868","695","797","-102"
"327","Vesey Pl & River Terrace","-74.0166","40.7153","5930","6037","-107"
"397","Fulton St & Clermont Ave","-73.9692","40.6842","655","764","-109"
"527","E 33 St & 2 Ave","-73.9761","40.744","5470","5583","-113"
"416","Cumberland St & Lafayette Ave","-73.9726","40.6875","1140","1253","-113"
"3136","5 Ave & E 63 St","-73.9715","40.7664","2382","2497","-115"
"3293","W 92 St & Broadway","-73.9739","40.7921","1574","1689","-115"
"3170","W 84 St & Columbus Ave","-73.9728","40.785","921","1040","-119"
"3078","Broadway & Roebling St","-73.9606","40.7092","1511","1631","-120"
"2006","Central Park S & 6 Ave","-73.9763","40.7659","8134","8255","-121"
"3285","W 87 St  & Amsterdam Ave","-73.9747","40.7884","1900","2021","-121"
"2003","1 Ave & E 18 St","-73.9805","40.7338","4292","4418","-126"
"501","FDR Drive & E 35 St","-73.9712","40.7442","4201","4331","-130"
"314","Cadman Plaza West & Montague St","-73.9905","40.6938","1563","1694","-131"
"436","Hancock St & Bedford Ave","-73.954","40.6822","422","555","-133"
"468","Broadway & W 56 St","-73.9819","40.7653","4887","5021","-134"
"420","Clermont Ave & Lafayette Ave","-73.9697","40.6876","726","871","-145"
"239","Willoughby St & Fleet St","-73.9813","40.692","1599","1744","-145"
"262","Washington Park","-73.9737","40.6918","815","963","-148"
"524","W 43 St & 6 Ave","-73.9832","40.7553","6182","6330","-148"
"321","Cadman Plaza E & Red Cross Pl","-73.9897","40.6999","1735","1891","-156"
"3168","Central Park West & W 85 St","-73.9696","40.7847","3527","3688","-161"
"3158","W 63 St & Broadway","-73.9826","40.7716","3922","4088","-166"
"3143","5 Ave & E 78 St","-73.9643","40.7763","3630","3807","-177"
"441","E 52 St & 2 Ave","-73.9674","40.756","3002","3181","-179"
"445","E 10 St & Avenue A","-73.9814","40.7274","5250","5430","-180"
"216","Columbia Heights & Cranberry St","-73.9955","40.7004","775","958","-183"
"387","Centre St & Chambers St","-74.0046","40.7127","6488","6672","-184"
"323","Lawrence St & Willoughby St","-73.9863","40.6924","2049","2261","-212"
"258","DeKalb Ave & Vanderbilt Ave","-73.9689","40.6894","1213","1438","-225"
"529","W 42 St & 8 Ave","-73.991","40.7576","4026","4251","-225"
"153","E 40 St & 5 Ave","-73.9816","40.7521","4670","4895","-225"
"457","Broadway & W 58 St","-73.9817","40.767","5956","6186","-230"
"3159","W 67 St & Broadway","-73.9827","40.7749","2992","3225","-233"
"289","Monroe St & Classon Ave","-73.9588","40.6846","365","610","-245"
"433","E 13 St & Avenue A","-73.9806","40.7296","4036","4285","-249"
"532","S 5 Pl & S 4 St","-73.9609","40.7104","3587","3881","-294"
"469","Broadway & W 53 St","-73.9827","40.7634","3134","3458","-324"
"3177","W 84 St & Broadway","-73.9771","40.7868","787","1112","-325"
"517","Pershing Square South","-73.9779","40.7516","4023","4351","-328"
"519","Pershing Square North","-73.9777","40.7519","15181","15526","-345"
"399","Lafayette Ave & St James Pl","-73.9648","40.6885","875","1228","-353"
"391","Clark St & Henry St","-73.9934","40.6976","2386","2744","-358"
"3161","W 76 St & Columbus Ave","-73.9773","40.7802","2034","2442","-408"
"3163","Central Park West & W 68 St","-73.9778","40.7734","4034","4484","-450"
"477","W 41 St & 8 Ave","-73.99","40.7564","7531","7981","-450"
"3160","Central Park West & W 76 St","-73.9737","40.779","2678","3159","-481"
"3236","W 42 St & Dyer Ave","-73.9938","40.759","3159","3642","-483"
"3165","Central Park West & W 72 St","-73.9762","40.7758","4927","5435","-508"
"511","E 14 St & Avenue B","-73.9777","40.7294","5133","5692","-559"
"379","W 31 St & 7 Ave","-73.9916","40.7492","6513","7096","-583"
"492","W 33 St & 7 Ave","-73.9909","40.7502","6223","6815","-592"
"490","8 Ave & W 33 St","-73.9939","40.7516","8753","9353","-600"
"499","Broadway & W 60 St","-73.9819","40.7692","6029","6767","-738"
"3164","Columbus Ave & W 72 St","-73.979","40.7771","3690","4631","-941"
"281","Grand Army Plaza & Central Park S","-73.9737","40.7644","7590","9287","-1697"
"3184","Paulus Hook","-74.0336","40.7141","5",\N,\N
"3197","North St","-74.0447","40.7526","4",\N,\N
"3198","Heights Elevator","-74.0404","40.7487","2",\N,\N
"3192","Liberty Light Rail","-74.0557","40.7112","5",\N,\N
"3214","Essex Light Rail","-74.0365","40.7128","4",\N,\N
"3183","Exchange Place","-74.0335","40.7162","2",\N,\N
"3185","City Hall","-74.0438","40.7177","1",\N,\N
"352","W 56 St & 6 Ave","-73.9772","40.7634","5",\N,\N
"3267","Morris Canal","-74.0385","40.7124","4",\N,\N
"3272","Jersey & 3rd","-74.046","40.7233","1",\N,\N
